user_id,age,gender,occupation,zip_code,is_female
314,20,F,student,08043,True
315,31,M,educator,18301,False
316,43,F,other,77009,True
317,22,M,administrator,13210,False
318,65,M,retired,06518,False
319,38,M,programmer,22030,False
320,19,M,student,24060,False
321,49,F,educator,55413,True
322,20,M,student,50613,False
323,21,M,student,19149,False
324,21,F,student,02176,True
325,48,M,technician,02139,False
326,41,M,administrator,15235,False
327,22,M,student,11101,False
328,51,M,administrator,06779,False
329,48,M,educator,01720,False
330,35,F,educator,33884,True
331,33,M,entertainment,91344,False
332,20,M,student,40504,False
333,47,M,other,V0R2M,False
334,32,M,librarian,30002,False
335,45,M,executive,33775,False
336,23,M,salesman,42101,False
337,37,M,scientist,10522,False
338,39,F,librarian,59717,True
339,35,M,lawyer,37901,False
340,46,M,engineer,80123,False
341,17,F,student,44405,True
342,25,F,other,98006,True
343,43,M,engineer,30093,False
344,30,F,librarian,94117,True
345,28,F,librarian,94143,True
346,34,M,other,76059,False
347,18,M,student,90210,False
348,24,F,student,45660,True
349,68,M,retired,61455,False
350,32,M,student,97301,False
351,61,M,educator,49938,False
352,37,F,programmer,55105,True
353,25,M,scientist,28480,False
354,29,F,librarian,48197,True
355,25,M,student,60135,False
356,32,F,doctor,92688,True
357,26,M,executive,98133,False
358,40,M,educator,10022,False
359,22,M,student,61801,False
360,51,M,other,98027,False
361,22,M,student,44074,False
362,35,F,doctor,85233,True
363,20,M,student,87501,False
364,63,M,engineer,01810,False
365,29,M,lawyer,20009,False
366,20,F,student,50670,True
367,17,M,student,37411,False
368,18,M,student,92113,False
369,24,M,student,91335,False
370,52,M,writer,08534,False
371,36,M,engineer,99206,False
372,25,F,student,66046,True
373,24,F,other,55116,True
374,36,M,executive,78746,False
375,17,M,entertainment,37777,False
376,28,F,other,10010,True
377,22,M,student,18015,False
378,35,M,student,02859,False
379,44,M,programmer,98117,False
380,32,M,engineer,55117,False
381,33,M,artist,94608,False
382,45,M,engineer,01824,False
383,42,M,administrator,75204,False
384,52,M,programmer,45218,False
385,36,M,writer,10003,False
386,36,M,salesman,43221,False
387,33,M,entertainment,37412,False
388,31,M,other,36106,False
389,44,F,writer,83702,True
390,42,F,writer,85016,True
391,23,M,student,84604,False
392,52,M,writer,59801,False
393,19,M,student,83686,False
394,25,M,administrator,96819,False
395,43,M,other,44092,False
396,57,M,engineer,94551,False
397,17,M,student,27514,False
398,40,M,other,60008,False
399,25,M,other,92374,False
400,33,F,administrator,78213,True
401,46,F,healthcare,84107,True
402,30,M,engineer,95129,False
403,37,M,other,06811,False
404,29,F,programmer,55108,True
405,22,F,healthcare,10019,True
406,52,M,educator,93109,False
407,29,M,engineer,03261,False
408,23,M,student,61755,False
409,48,M,administrator,98225,False
410,30,F,artist,94025,True
411,34,M,educator,44691,False
412,25,M,educator,15222,False
413,55,M,educator,78212,False
414,24,M,programmer,38115,False
415,39,M,educator,85711,False
416,20,F,student,92626,True
417,27,F,other,48103,True
418,55,F,none,21206,True
419,37,M,lawyer,43215,False
420,53,M,educator,02140,False
421,38,F,programmer,55105,True
422,26,M,entertainment,94533,False
423,64,M,other,91606,False
424,36,F,marketing,55422,True
425,19,M,student,58644,False
426,55,M,educator,01602,False
427,51,M,doctor,85258,False
428,28,M,student,55414,False
429,27,M,student,29205,False
430,38,M,scientist,98199,False
431,24,M,marketing,92629,False
432,22,M,entertainment,50311,False
433,27,M,artist,11211,False
434,16,F,student,49705,True
435,24,M,engineer,60007,False
436,30,F,administrator,17345,True
437,27,F,other,20009,True
438,51,F,administrator,43204,True
439,23,F,administrator,20817,True
440,30,M,other,48076,False
441,50,M,technician,55013,False
442,22,M,student,85282,False
443,35,M,salesman,33308,False
444,51,F,lawyer,53202,True
445,21,M,writer,92653,False
446,57,M,educator,60201,False
447,30,M,administrator,55113,False
448,23,M,entertainment,10021,False
449,23,M,librarian,55021,False
450,35,F,educator,11758,True
451,16,M,student,48446,False
452,35,M,administrator,28018,False
453,18,M,student,06333,False
454,57,M,other,97330,False
455,48,M,administrator,83709,False
456,24,M,technician,31820,False
457,33,F,salesman,30011,True
458,47,M,technician,Y1A6B,False
459,22,M,student,29201,False
460,44,F,other,60630,True
461,15,M,student,98102,False
462,19,F,student,02918,True
463,48,F,healthcare,75218,True
464,60,M,writer,94583,False
465,32,M,other,05001,False
466,22,M,student,90804,False
467,29,M,engineer,91201,False
468,28,M,engineer,02341,False
469,60,M,educator,78628,False
470,24,M,programmer,10021,False
471,10,M,student,77459,False
472,24,M,student,87544,False
473,29,M,student,94708,False
474,51,M,executive,93711,False
475,30,M,programmer,75230,False
476,28,M,student,60440,False
477,23,F,student,02125,True
478,29,M,other,10019,False
479,30,M,educator,55409,False
480,57,M,retired,98257,False
481,73,M,retired,37771,False
482,18,F,student,40256,True
483,29,M,scientist,43212,False
484,27,M,student,21208,False
485,44,F,educator,95821,True
486,39,M,educator,93101,False
487,22,M,engineer,92121,False
488,48,M,technician,21012,False
489,55,M,other,45218,False
490,29,F,artist,V5A2B,True
491,43,F,writer,53711,True
492,57,M,educator,94618,False
493,22,M,engineer,60090,False
494,38,F,administrator,49428,True
495,29,M,engineer,03052,False
496,21,F,student,55414,True
497,20,M,student,50112,False
498,26,M,writer,55408,False
499,42,M,programmer,75006,False
500,28,M,administrator,94305,False
501,22,M,student,10025,False
502,22,M,student,23092,False
503,50,F,writer,27514,True
504,40,F,writer,92115,True
505,27,F,other,20657,True
506,46,M,programmer,03869,False
507,18,F,writer,28450,True
508,27,M,marketing,19382,False
509,23,M,administrator,10011,False
510,34,M,other,98038,False
511,22,M,student,21250,False
512,29,M,other,20090,False
513,43,M,administrator,26241,False
514,27,M,programmer,20707,False
515,53,M,marketing,49508,False
516,53,F,librarian,10021,True
517,24,M,student,55454,False
518,49,F,writer,99709,True
519,22,M,other,55320,False
520,62,M,healthcare,12603,False
521,19,M,student,02146,False
522,36,M,engineer,55443,False
523,50,F,administrator,04102,True
524,56,M,educator,02159,False
525,27,F,administrator,19711,True
526,30,M,marketing,97124,False
527,33,M,librarian,12180,False
528,18,M,student,55104,False
529,47,F,administrator,44224,True
530,29,M,engineer,94040,False
531,30,F,salesman,97408,True
532,20,M,student,92705,False
533,43,M,librarian,02324,False
534,20,M,student,05464,False
535,45,F,educator,80302,True
536,38,M,engineer,30078,False
537,36,M,engineer,22902,False
538,31,M,scientist,21010,False
539,53,F,administrator,80303,True
540,28,M,engineer,91201,False
541,19,F,student,84302,True
542,21,M,student,60515,False
543,33,M,scientist,95123,False
544,44,F,other,29464,True
545,27,M,technician,08052,False
546,36,M,executive,22911,False
547,50,M,educator,14534,False
548,51,M,writer,95468,False
549,42,M,scientist,45680,False
550,16,F,student,95453,True
551,25,M,programmer,55414,False
552,45,M,other,68147,False
553,58,M,educator,62901,False
554,32,M,scientist,62901,False
555,29,F,educator,23227,True
556,35,F,educator,30606,True
557,30,F,writer,11217,True
558,56,F,writer,63132,True
559,69,M,executive,10022,False
560,32,M,student,10003,False
561,23,M,engineer,60005,False
562,54,F,administrator,20879,True
563,39,F,librarian,32707,True
564,65,M,retired,94591,False
565,40,M,student,55422,False
566,20,M,student,14627,False
567,24,M,entertainment,10003,False
568,39,M,educator,01915,False
569,34,M,educator,91903,False
570,26,M,educator,14627,False
571,34,M,artist,01945,False
572,51,M,educator,20003,False
573,68,M,retired,48911,False
574,56,M,educator,53188,False
575,33,M,marketing,46032,False
576,48,M,executive,98281,False
577,36,F,student,77845,True
578,31,M,administrator,M7A1A,False
579,32,M,educator,48103,False
580,16,M,student,17961,False
581,37,M,other,94131,False
582,17,M,student,93003,False
583,44,M,engineer,29631,False
584,25,M,student,27511,False
585,69,M,librarian,98501,False
586,20,M,student,79508,False
587,26,M,other,14216,False
588,18,F,student,93063,True
589,21,M,lawyer,90034,False
590,50,M,educator,82435,False
591,57,F,librarian,92093,True
592,18,M,student,97520,False
593,31,F,educator,68767,True
594,46,M,educator,M4J2K,False
595,25,M,programmer,31909,False
596,20,M,artist,77073,False
597,23,M,other,84116,False
598,40,F,marketing,43085,True
599,22,F,student,R3T5K,True
600,34,M,programmer,02320,False
601,19,F,artist,99687,True
602,47,F,other,34656,True
603,21,M,programmer,47905,False
604,39,M,educator,11787,False
605,33,M,engineer,33716,False
606,28,M,programmer,63044,False
607,49,F,healthcare,02154,True
608,22,M,other,10003,False
609,13,F,student,55106,True
610,22,M,student,21227,False
611,46,M,librarian,77008,False
612,36,M,educator,79070,False
613,37,F,marketing,29678,True
614,54,M,educator,80227,False
615,38,M,educator,27705,False
616,55,M,scientist,50613,False
617,27,F,writer,11201,True
618,15,F,student,44212,True
619,17,M,student,44134,False
620,18,F,writer,81648,True
621,17,M,student,60402,False
622,25,M,programmer,14850,False
623,50,F,educator,60187,True
624,19,M,student,30067,False
625,27,M,programmer,20723,False
626,23,M,scientist,19807,False
627,24,M,engineer,08034,False
628,13,M,none,94306,False
629,46,F,other,44224,True
630,26,F,healthcare,55408,True
631,18,F,student,38866,True
632,18,M,student,55454,False
633,35,M,programmer,55414,False
634,39,M,engineer,T8H1N,False
635,22,M,other,23237,False
636,47,M,educator,48043,False
637,30,M,other,74101,False
638,45,M,engineer,01940,False
639,42,F,librarian,12065,True
640,20,M,student,61801,False
641,24,M,student,60626,False
642,18,F,student,95521,True
643,39,M,scientist,55122,False
644,51,M,retired,63645,False
645,27,M,programmer,53211,False
646,17,F,student,51250,True
647,40,M,educator,45810,False
648,43,M,engineer,91351,False
649,20,M,student,39762,False
650,42,M,engineer,83814,False
651,65,M,retired,02903,False
652,35,M,other,22911,False
653,31,M,executive,55105,False
654,27,F,student,78739,True
655,50,F,healthcare,60657,True
656,48,M,educator,10314,False
657,26,F,none,78704,True
658,33,M,programmer,92626,False
659,31,M,educator,54248,False
660,26,M,student,77380,False
661,28,M,programmer,98121,False
662,55,M,librarian,19102,False
663,26,M,other,19341,False
664,30,M,engineer,94115,False
665,25,M,administrator,55412,False
666,44,M,administrator,61820,False
667,35,M,librarian,01970,False
668,29,F,writer,10016,True
669,37,M,other,20009,False
670,30,M,technician,21114,False
671,21,M,programmer,91919,False
672,54,F,administrator,90095,True
673,51,M,educator,22906,False
674,13,F,student,55337,True
675,34,M,other,28814,False
676,30,M,programmer,32712,False
677,20,M,other,99835,False
678,50,M,educator,61462,False
679,20,F,student,54302,True
680,33,M,lawyer,90405,False
681,44,F,marketing,97208,True
682,23,M,programmer,55128,False
683,42,M,librarian,23509,False
684,28,M,student,55414,False
685,32,F,librarian,55409,True
686,32,M,educator,26506,False
687,31,F,healthcare,27713,True
688,37,F,administrator,60476,True
689,25,M,other,45439,False
690,35,M,salesman,63304,False
691,34,M,educator,60089,False
692,34,M,engineer,18053,False
693,43,F,healthcare,85210,True
694,60,M,programmer,06365,False
695,26,M,writer,38115,False
696,55,M,other,94920,False
697,25,M,other,77042,False
698,28,F,programmer,06906,True
699,44,M,other,96754,False
700,17,M,student,76309,False
701,51,F,librarian,56321,True
702,37,M,other,89104,False
703,26,M,educator,49512,False
704,51,F,librarian,91105,True
705,21,F,student,54494,True
706,23,M,student,55454,False
707,56,F,librarian,19146,True
708,26,F,doctor,96349,True
709,21,M,other,N4T1A,False
710,19,M,student,92020,False
711,22,F,student,15203,True
712,22,F,student,54901,True
713,42,F,other,07204,True
714,26,M,engineer,55343,False
715,21,M,technician,91206,False
716,36,F,administrator,44265,True
717,24,M,technician,84105,False
718,42,M,technician,64118,False
719,37,F,other,V0R2H,True
720,49,F,administrator,16506,True
721,24,F,entertainment,11238,True
722,50,F,doctor,17331,True
723,26,M,executive,94403,False
724,31,M,executive,40243,False
725,21,M,student,91711,False
726,25,F,administrator,80538,True
727,25,M,student,78741,False
728,58,M,executive,94306,False
729,19,M,student,56567,False
730,31,F,scientist,32114,True
731,41,F,educator,70403,True
732,28,F,other,98405,True
733,44,F,other,60630,True
734,25,F,other,63108,True
735,29,F,healthcare,85719,True
736,48,F,writer,94618,True
737,30,M,programmer,98072,False
738,35,M,technician,95403,False
739,35,M,technician,73162,False
740,25,F,educator,22206,True
741,25,M,writer,63108,False
742,35,M,student,29210,False
743,31,M,programmer,92660,False
744,35,M,marketing,47024,False
745,42,M,writer,55113,False
746,25,M,engineer,19047,False
747,19,M,other,93612,False
748,28,M,administrator,94720,False
749,33,M,other,80919,False
750,28,M,administrator,32303,False
751,24,F,other,90034,True
752,60,M,retired,21201,False
753,56,M,salesman,91206,False
754,59,F,librarian,62901,True
755,44,F,educator,97007,True
756,30,F,none,90247,True
757,26,M,student,55104,False
758,27,M,student,53706,False
759,20,F,student,68503,True
760,35,F,other,14211,True
761,17,M,student,97302,False
762,32,M,administrator,95050,False
763,27,M,scientist,02113,False
764,27,F,educator,62903,True
765,31,M,student,33066,False
766,42,M,other,10960,False
767,70,M,engineer,00000,False
768,29,M,administrator,12866,False
769,39,M,executive,06927,False
770,28,M,student,14216,False
771,26,M,student,15232,False
772,50,M,writer,27105,False
773,20,M,student,55414,False
774,30,M,student,80027,False
775,46,M,executive,90036,False
776,30,M,librarian,51157,False
777,63,M,programmer,01810,False
778,34,M,student,01960,False
779,31,M,student,K7L5J,False
780,49,M,programmer,94560,False
781,20,M,student,48825,False
782,21,F,artist,33205,True
783,30,M,marketing,77081,False
784,47,M,administrator,91040,False
785,32,M,engineer,23322,False
786,36,F,engineer,01754,True
787,18,F,student,98620,True
788,51,M,administrator,05779,False
789,29,M,other,55420,False
790,27,M,technician,80913,False
791,31,M,educator,20064,False
792,40,M,programmer,12205,False
793,22,M,student,85281,False
794,32,M,educator,57197,False
795,30,M,programmer,08610,False
796,32,F,writer,33755,True
797,44,F,other,62522,True
798,40,F,writer,64131,True
799,49,F,administrator,19716,True
800,25,M,programmer,55337,False
801,22,M,writer,92154,False
802,35,M,administrator,34105,False
803,70,M,administrator,78212,False
804,39,M,educator,61820,False
805,27,F,other,20009,True
806,27,M,marketing,11217,False
807,41,F,healthcare,93555,True
808,45,M,salesman,90016,False
809,50,F,marketing,30803,True
810,55,F,other,80526,True
811,40,F,educator,73013,True
812,22,M,technician,76234,False
813,14,F,student,02136,True
814,30,M,other,12345,False
815,32,M,other,28806,False
816,34,M,other,20755,False
817,19,M,student,60152,False
818,28,M,librarian,27514,False
819,59,M,administrator,40205,False
820,22,M,student,37725,False
821,37,M,engineer,77845,False
822,29,F,librarian,53144,True
823,27,M,artist,50322,False
824,31,M,other,15017,False
825,44,M,engineer,05452,False
826,28,M,artist,77048,False
827,23,F,engineer,80228,True
828,28,M,librarian,85282,False
829,48,M,writer,80209,False
830,46,M,programmer,53066,False
831,21,M,other,33765,False
832,24,M,technician,77042,False
833,34,M,writer,90019,False
834,26,M,other,64153,False
835,44,F,executive,11577,True
836,44,M,artist,10018,False
837,36,F,artist,55409,True
838,23,M,student,01375,False
839,38,F,entertainment,90814,True
840,39,M,artist,55406,False
841,45,M,doctor,47401,False
842,40,M,writer,93055,False
843,35,M,librarian,44212,False
844,22,M,engineer,95662,False
845,64,M,doctor,97405,False
846,27,M,lawyer,47130,False
847,29,M,student,55417,False
848,46,M,engineer,02146,False
849,15,F,student,25652,True
850,34,M,technician,78390,False
851,18,M,other,29646,False
852,46,M,administrator,94086,False
853,49,M,writer,40515,False
854,29,F,student,55408,True
855,53,M,librarian,04988,False
856,43,F,marketing,97215,True
857,35,F,administrator,V1G4L,True
858,63,M,educator,09645,False
859,18,F,other,06492,True
860,70,F,retired,48322,True
861,38,F,student,14085,True
862,25,M,executive,13820,False
863,17,M,student,60089,False
864,27,M,programmer,63021,False
865,25,M,artist,11231,False
866,45,M,other,60302,False
867,24,M,scientist,92507,False
868,21,M,programmer,55303,False
869,30,M,student,10025,False
870,22,M,student,65203,False
871,31,M,executive,44648,False
872,19,F,student,74078,True
873,48,F,administrator,33763,True
874,36,M,scientist,37076,False
875,24,F,student,35802,True
876,41,M,other,20902,False
877,30,M,other,77504,False
878,50,F,educator,98027,True
879,33,F,administrator,55337,True
880,13,M,student,83702,False
881,39,M,marketing,43017,False
882,35,M,engineer,40503,False
883,49,M,librarian,50266,False
884,44,M,engineer,55337,False
885,30,F,other,95316,True
886,20,M,student,61820,False
887,14,F,student,27249,True
888,41,M,scientist,17036,False
889,24,M,technician,78704,False
890,32,M,student,97301,False
891,51,F,administrator,03062,True
892,36,M,other,45243,False
893,25,M,student,95823,False
894,47,M,educator,74075,False
895,31,F,librarian,32301,True
896,28,M,writer,91505,False
897,30,M,other,33484,False
898,23,M,doctor,61755,False
899,32,M,other,55116,False
900,60,M,retired,18505,False
901,38,M,executive,L1V3W,False
902,45,F,artist,97203,True
903,28,M,educator,20850,False
904,17,F,student,61073,True
905,27,M,other,30350,False
906,45,M,librarian,70124,False
907,25,F,other,80526,True
908,44,F,librarian,68504,True
909,50,F,educator,53171,True
910,28,M,healthcare,29301,False
911,37,F,writer,53210,True
912,51,M,other,06512,False
913,27,M,student,76201,False
914,44,F,other,08105,True
915,50,M,entertainment,60614,False
916,27,M,engineer,N2L5N,False
917,22,F,student,20006,True
918,40,M,scientist,70116,False
919,25,M,other,14216,False
920,30,F,artist,90008,True
921,20,F,student,98801,True
922,29,F,administrator,21114,True
923,21,M,student,E2E3R,False
924,29,M,other,11753,False
925,18,F,salesman,49036,True
926,49,M,entertainment,01701,False
927,23,M,programmer,55428,False
928,21,M,student,55408,False
929,44,M,scientist,53711,False
930,28,F,scientist,07310,True
931,60,M,educator,33556,False
932,58,M,educator,06437,False
933,28,M,student,48105,False
934,61,M,engineer,22902,False
935,42,M,doctor,66221,False
936,24,M,other,32789,False
937,48,M,educator,98072,False
938,38,F,technician,55038,True
939,26,F,student,33319,True
940,32,M,administrator,02215,False
941,20,M,student,97229,False
942,48,F,librarian,78209,True
943,22,M,student,77841,False
