Date,Open,High,Low,Close,Volume
2006-09-06,382.1,383.19,379.66,380.14,7440700
2006-09-07,379.39,381.75,377.4,378.49,7676300
2006-09-08,376.72,380.79,376.72,377.85,6160600
2006-09-11,378.26,384.69,377.77,384.09,9049300
2006-09-12,385.0,392.73,384.88,391.9,10873500
2006-09-13,395.15,406.76,395.1,406.57,19516800
2006-09-14,404.3,406.28,401.93,403.98,10721400
2006-09-15,407.48,410.05,406.74,409.88,15660700
2006-09-18,410.0,418.69,409.47,414.69,14199100
2006-09-19,415.46,415.49,392.74,403.81,28557200
2006-09-20,407.1,407.39,394.62,397.0,18277300
2006-09-21,400.3,408.45,399.86,406.85,21362800
2006-09-22,404.98,407.45,401.36,403.78,9289900
2006-09-25,405.58,409.45,402.5,403.98,11463100
2006-09-26,405.5,407.68,401.77,406.87,10568200
2006-09-27,406.3,411.22,402.37,402.92,11741600
2006-09-28,404.08,406.98,400.54,403.58,10204500
2006-09-29,405.125,405.62,401.41,401.9,6615100
2006-10-02,401.9,406.0,400.8,401.44,7296400
2006-10-03,401.29,406.46,398.19,404.04,10918400
2006-10-04,404.97,415.77,403.05,415.7,13310200
2006-10-05,414.7,418.24,410.86,411.81,11568000
2006-10-06,410.22,421.91,409.7501,420.5,14658300
2006-10-09,424.8,431.95,423.42,429.0,15151400
2006-10-10,431.56,437.85,422.39,426.65,19557600
2006-10-11,425.02,429.91,423.76,426.5,11259500
2006-10-12,428.56,429.68,424.0,427.44,9678300
2006-10-13,427.76,429.5,425.56,427.3,7237700
2006-10-16,427.7,429.2,421.34,421.75,8630100
2006-10-17,420.3,423.75,416.702,420.64,10411500
2006-10-18,422.995,424.75,417.5,419.31,12022500
2006-10-19,420.23,454.91,419.57,426.06,22983900
2006-10-20,458.99,460.1,453.59,459.67,23272500
2006-10-23,462.28,484.64,460.37,480.78,30178700
2006-10-24,476.28,477.86,471.41,473.31,17303000
2006-10-25,477.49,488.5,475.11,486.601,18356600
2006-10-26,487.68,491.96,484.2,485.1,14049300
2006-10-27,483.901,485.24,472.49,475.2,13194700
2006-10-30,474.82,480.46,470.01,476.57,13113000
2006-10-31,478.06,482.16,473.84,476.39,12558200
2006-11-01,478.755,479.13,465.26,467.5,10841700
2006-11-02,467.5,473.73,466.38,469.91,10462900
2006-11-03,472.23,473.75,465.0615,471.798,9805500
2006-11-06,473.77,479.66,472.33,476.95,9973000
2006-11-07,476.955,479.02,471.77,472.57,9784400
2006-11-08,470.35,481.74,468.6,475.0,15914000
2006-11-09,476.5,479.49,471.86,472.63,9748600
2006-11-10,473.78,474.72,470.29,473.55,5587800
2006-11-13,474.9,481.17,474.14,481.03,8675100
2006-11-14,480.7,489.95,480.5,489.3,14432300
2006-11-15,493.43,499.85,491.93,491.93,16724600
2006-11-16,495.0,497.68,492.56,495.9,10175000
2006-11-17,493.25,499.66,493.0,498.79,11010900
2006-11-20,498.4,498.4,492.65,495.05,10238700
2006-11-21,496.54,510.0,495.83,509.65,16838100
2006-11-22,510.97,513.0,505.78,508.01,8992300
2006-11-24,504.5,507.5,504.0,505.0,3461900
2006-11-27,501.37,501.78,484.75,484.75,14634700
2006-11-28,481.13,489.86,477.03,489.5,15579600
2006-11-29,494.24,494.74,482.25,484.65,12617900
2006-11-30,484.19,490.4,481.55,484.81,11143800
2006-12-01,485.98,488.39,478.5,480.8,11251500
2006-12-04,483.0,487.43,479.35,484.85,9790000
2006-12-05,487.4,489.44,484.89,487.0,8197700
2006-12-06,486.96,492.4,484.52,488.71,8891600
2006-12-07,490.23,491.8,482.42,482.64,9319200
2006-12-08,481.94,488.6,480.0,484.11,7941800
2006-12-11,484.92,488.9,483.8,483.93,6520200
2006-12-12,483.85,486.36,480.28,481.78,8353600
2006-12-13,484.69,485.5,477.02,478.99,9314800
2006-12-14,480.25,483.75,477.26,482.12,9488300
2006-12-15,482.635,484.11,479.84,480.3,10371200
2006-12-18,482.505,482.74,460.72,462.8,16017100
2006-12-19,461.72,469.31,458.5,468.63,13160800
2006-12-20,470.0,471.5,462.33,462.9,8726800
2006-12-21,464.185,465.25,452.3405,456.2,13892600
2006-12-22,457.5,458.64,452.73,455.58,7968600
2006-12-26,456.52,459.47,454.59,457.53,4144400
2006-12-27,460.0,468.08,459.1,468.03,8454500
2006-12-28,467.12,468.58,462.25,462.56,6226100
2006-12-29,462.1,464.47,459.86,460.48,5113200
2007-01-03,466.0,476.66,461.11,467.59,15397500
2007-01-04,469.0,483.95,468.35,483.26,15759400
2007-01-05,482.5,487.5,478.11,487.19,13730400
2007-01-08,487.69,489.87,482.2,483.58,9499200
2007-01-09,485.45,488.25,481.2,485.5,10752000
2007-01-10,484.43,493.55,482.04,489.46,11925000
2007-01-11,497.2,501.75,496.18,499.72,14401900
2007-01-12,501.99,505.0,500.0,505.0,8938400
2007-01-16,507.55,513.0,503.3,504.28,15122600
2007-01-17,503.395,507.77,494.38,497.28,13384800
2007-01-18,494.52,496.48,487.43,487.83,11852100
2007-01-19,487.98,490.76,486.74,489.75,9946600
2007-01-22,492.5,492.65,478.5,480.84,10797700
2007-01-23,480.79,484.75,477.29,479.05,9321600
2007-01-24,484.445,499.54,483.29,499.07,12106400
2007-01-25,501.0,504.5,485.66,488.09,12724200
2007-01-26,490.93,497.9,487.03,495.84,10982000
2007-01-29,498.0,498.75,490.5,492.47,9541800
2007-01-30,494.0,498.0,491.22,494.32,8352600
2007-01-31,496.49,505.0,495.51,501.5,24387700
2007-02-01,506.0,506.01,481.53,481.75,31286000
2007-02-02,482.61,485.0,477.81,481.5,12560400
2007-02-05,477.5,478.0,466.19,467.16,14399300
2007-02-06,468.1,473.3,467.26,471.48,10633100
2007-02-07,473.82,474.35,468.78,470.01,8231300
2007-02-08,468.05,473.75,465.15,471.03,8145200
2007-02-09,471.65,472.68,461.5,461.89,9707400
2007-02-12,460.68,462.39,455.02,458.29,11497400
2007-02-13,459.155,462.78,457.26,459.1,8117000
2007-02-14,460.0,469.13,459.22,465.93,11386200
2007-02-15,466.0,466.13,460.72,461.47,8076700
2007-02-16,462.8,470.15,462.06,469.94,12341600
2007-02-20,468.47,472.75,464.71,472.1,8127000
2007-02-21,469.84,478.68,467.74,475.86,11269900
2007-02-22,478.69,484.24,474.39,475.85,11476300
2007-02-23,475.75,476.95,467.8,470.62,7757400
2007-02-26,472.83,475.25,463.75,464.93,7931800
2007-02-27,455.0,459.8,447.17,448.77,18606900
2007-02-28,450.41,453.67,443.04,449.45,16048500
2007-03-01,442.67,452.42,440.0,448.23,17353000
2007-03-02,445.11,448.7,438.68,438.68,13154000
2007-03-05,437.02,445.5,437.0,440.945,12697400
2007-03-06,447.47,459.0,447.38,457.55,15052300
2007-03-07,462.69,463.14,454.29,455.64,13055100
2007-03-08,459.22,465.5,454.1,454.72,10714800
2007-03-09,458.0,458.4,450.1,452.96,9945400
2007-03-12,452.57,455.25,451.11,454.75,6923800
2007-03-13,450.11,451.93,442.83,443.03,12741800
2007-03-14,443.23,448.66,439.0,448.0,16017700
2007-03-15,447.86,449.82199999999995,443.94,446.19,7880500
2007-03-16,445.65,446.7,439.89,440.85,11306800
2007-03-19,443.25,448.5,440.63,447.23,10385000
2007-03-20,445.79,447.6,443.6,445.28,6836100
2007-03-21,445.3,456.57,445.215,456.55,11585000
2007-03-22,455.61,462.17,452.53,462.04,11350000
2007-03-23,461.45,463.39,457.08,461.83,8214300
2007-03-26,460.55,465.0,455.62,465.0,9411100
2007-03-27,463.55,465.23,460.34,463.62,7474900
2007-03-28,461.87,465.44,460.15,461.88,9174000
2007-03-29,464.55,466.0,455.0,460.92,7969000
2007-03-30,462.1,463.4,456.14,458.16,6753600
2007-04-02,457.76,458.53,452.12,458.53,6890100
2007-04-03,464.05,474.25,464.0,472.6,12990500
2007-04-04,472.14,473.0,469.58,471.02,7550000
2007-04-05,471.3,472.09,469.62,471.51,5426100
2007-04-09,472.98,473.0,465.59,468.21,6118000
2007-04-10,467.09,470.79,465.16,466.5,5952600
2007-04-11,466.06,469.4,462.61,464.53,7616300
2007-04-12,464.0,468.0,462.24,467.39,5410300
2007-04-13,468.45,468.77,463.36,466.29,5584000
2007-04-16,468.4566,476.99,468.15,474.27,10145600
2007-04-17,473.8,476.39,471.6,472.8,6413700
2007-04-18,471.26,479.9,469.53,476.01,11329600
2007-04-19,474.5,481.95,469.59,471.65,21997100
2007-04-20,490.52,492.5,482.02,482.48,24298600
2007-04-23,480.1,485.0,478.26,479.08,11337800
2007-04-24,478.61,479.98,475.55,477.53,7382000
2007-04-25,480.0,481.37,476.11,477.99,7925600
2007-04-26,478.1,484.45,477.11,481.18,8241500
2007-04-27,480.07,482.4,478.33,479.01,5845500
2007-04-30,479.15,481.35,471.38,471.38,7275100
2007-05-01,472.19,472.81,464.17,469.0,7309000
2007-05-02,468.65,471.08,465.73,465.78,6119200
2007-05-03,466.22,474.07,465.29,473.23,7181200
2007-05-04,470.12,474.84,465.88,471.12,7892100
2007-05-07,472.14,472.82,466.47,467.27,6034100
2007-05-08,466.13,468.17,464.73,466.81,5804300
2007-05-09,466.15,471.73,463.88,469.25,7772000
2007-05-10,467.04,469.49,461.02,461.47,7365200
2007-05-11,461.83,467.0,461.0,466.74,5882300
2007-05-14,465.48,467.51,460.0,461.78,7737600
2007-05-15,461.96,462.54,457.41,458.0,8229700
2007-05-16,462.0,473.14,459.02,472.61,13095200
2007-05-17,472.46,475.22,470.81,470.96,9311800
2007-05-18,472.03,472.7,469.75,470.32,7384400
2007-05-21,469.53,479.2,466.72,470.6,12306200
2007-05-22,473.0,479.01,473.0,475.86,7670300
2007-05-23,480.8206,483.4103,473.75,473.97,10110200
2007-05-24,475.15,479.2,471.5,474.33,8338800
2007-05-25,479.7,484.95,477.27,483.52,10686300
2007-05-29,485.0,491.8,484.0,487.11,10425500
2007-05-30,484.5,498.84,483.0,498.6,14477100
2007-05-31,500.56,508.78,497.06,497.909,17830700
2007-06-01,501.0,505.02,497.93,500.397,9588400
2007-06-04,497.91,510.51,497.59,507.07,14187700
2007-06-05,509.75,519.0,506.61,518.84,20873300
2007-06-06,516.75,520.78,515.26,518.25,15757600
2007-06-07,519.75,526.5,512.51,515.06,21239700
2007-06-08,516.2,519.64,509.46,515.49,12703600
2007-06-11,514.02,518.25,510.0,511.34,9286100
2007-06-12,508.71,511.67,503.17,504.77,12826100
2007-06-13,507.0872,508.54,498.69,505.24,14053900
2007-06-14,505.38,505.88,501.7,502.84,9233100
2007-06-15,508.19,509.0,501.23,505.89,12335800
2007-06-18,506.18,516.0,504.24,515.2,9662100
2007-06-19,514.01,517.25,511.54,514.31,8701800
2007-06-20,516.96,518.75,509.06,509.97,8667700
2007-06-21,510.98,515.29,506.28,514.11,8810500
2007-06-22,516.42,524.99,516.1,524.98,14392900
2007-06-25,528.98,534.99,523.38,527.42,15834100
2007-06-26,532.73,533.2,526.24,530.26,11367600
2007-06-27,525.0,527.99,519.56,526.29,12233900
2007-06-28,524.88,529.5,523.8,525.01,8328400
2007-06-29,526.02,527.4,519.46,522.7001,7753400
2007-07-02,525.49,531.85,524.2,530.38,6968200
2007-07-03,531.06,534.4,527.5,534.34,3739800
2007-07-05,535.56,544.4,532.15,541.63,9875900
2007-07-06,541.25,543.87,538.73,539.4,5488500
2007-07-09,543.0,548.74,540.26,542.56,7452100
2007-07-10,543.79,547.0,541.65,543.34,7704200
2007-07-11,543.61,546.5,540.01,544.47,6611900
2007-07-12,545.86,547.32,540.22,545.33,6876300
2007-07-13,547.91,552.67,547.25,552.16,10463700
2007-07-16,550.3,558.58,549.31,552.99,13185800
2007-07-17,555.04,557.73,552.38,555.0,8648500
2007-07-18,553.89,554.5,543.81,549.5,12147800
2007-07-19,553.46,553.52,542.24,548.59,22232100
2007-07-20,511.9,523.18,509.5,520.12,35509000
2007-07-23,519.01,520.0,512.15,512.51,12700600
2007-07-24,509.3,518.69,507.11,514.0001,11133000
2007-07-25,516.98,517.02,505.56,509.76,11078900
2007-07-26,508.74,512.59,498.88,508.0,13753000
2007-07-27,508.53,516.62,505.5,511.89,11007100
2007-07-30,512.92,519.34,510.5,516.11,7918600
2007-07-31,520.23,520.44,510.0,510.0,8532400
2007-08-01,510.5,516.51,508.14,512.94,8847500
2007-08-02,513.72,514.99,509.0,511.01,6303400
2007-08-03,510.05,513.2,503.0,503.0,6346000
2007-08-06,503.0,510.15,502.5,510.0,7295600
2007-08-07,509.75,519.88,509.04,516.02,8520000
2007-08-08,519.34,525.78,517.09,525.78,8129400
2007-08-09,520.8,526.82,514.63,514.73,9683300
2007-08-10,510.18,518.72,505.63,515.75,11738600
2007-08-13,519.54,519.75,513.03,515.5,6352200
2007-08-14,515.72,517.4,508.0,508.6,7260100
2007-08-15,509.0,511.69,496.71,497.55,10808100
2007-08-16,492.02,496.43,480.46,491.52,17273900
2007-08-17,496.21,501.0,491.65,500.04,10947800
2007-08-20,502.46,502.56,496.0,497.92,5389200
2007-08-21,498.94,508.16,497.77,506.61,7213900
2007-08-22,509.96,516.25,509.25,512.75,6498800
2007-08-23,516.0,516.13,507.0,512.19,6147200
2007-08-24,512.61,515.55,508.5,515.0,4940400
2007-08-27,514.43,517.45,511.4,513.26,4645500
2007-08-28,511.53,514.98,505.79,506.4,6541200
2007-08-29,507.84,513.3,507.23,512.88,5093500
2007-08-30,512.36,515.4,510.57800000000003,511.4,5298000
2007-08-31,513.1,516.5,511.47,515.25,5949200
2007-09-04,515.02,528.0,514.62,525.15,7380000
2007-09-05,523.4,529.48,522.25,527.8,6619100
2007-09-06,529.36,529.83,518.24,523.52,7244500
2007-09-07,517.86,521.24,516.8,519.35,7319800
2007-09-10,521.28,522.07,510.88,514.48,6445100
2007-09-11,516.99,521.65,515.73,521.33,5401700
2007-09-12,520.53,527.98,519.0,522.65,5966000
2007-09-13,524.06,527.21,523.22,524.78,3778400
2007-09-14,523.2,530.27,522.22,528.75,5524200
2007-09-17,526.53,529.28,524.07,525.3,4390600
2007-09-18,526.52,537.25,524.27,535.27,8422900
2007-09-19,539.27,549.4499,538.86,546.85,11042700
2007-09-20,547.0,556.8,546.0301,552.83,11038900
2007-09-21,556.34,560.79,552.83,560.1,16007300
2007-09-24,561.0,571.46,560.0,568.02,10583400
2007-09-25,564.0,569.56,562.86,569.0,5455700
2007-09-26,570.4,571.7899,563.81,568.16,6685500
2007-09-27,571.73,571.74,565.78,567.5,4108400
2007-09-28,567.0,569.55,564.12,567.27,5273700
2007-10-01,569.97,584.35,569.61,582.5499,9413100
2007-10-02,583.38,596.81,580.01,584.39,14120800
2007-10-03,586.25,588.99,580.36,584.0199,7751200
2007-10-04,585.09,585.09,577.06,579.03,5967400
2007-10-05,587.01,596.0,587.01,594.05,10127200
2007-10-08,595.0,610.26,593.95,609.62,10045900
2007-10-09,615.11,623.78,608.39,615.185,17518000
2007-10-10,621.36,625.68,616.8,625.39,10760400
2007-10-11,633.64,641.41,609.0,622.0,23574400
2007-10-12,623.98,638.4,618.24,637.39,13633700
2007-10-15,638.47,639.86,615.55,620.11,13873700
2007-10-16,618.49,625.92,611.99,616.0,12038500
2007-10-17,630.45,634.0,621.59,633.48,12048900
2007-10-18,635.41,641.37,628.5,639.62,24553800
2007-10-19,654.56,658.49,643.23,644.71,31546400
2007-10-22,638.67,655.0,636.28,650.75,13315400
2007-10-23,661.26,677.6,660.0,675.77,13573800
2007-10-24,672.71,677.47,659.56,675.82,14793500
2007-10-25,678.68,678.97,663.55,668.51,11579400
2007-10-26,674.03,676.54,668.06,674.6,6701000
2007-10-29,677.77,680.0,672.09,679.23,6126400
2007-10-30,677.51,699.91,677.51,694.77,13787300
2007-10-31,700.69,707.0,696.04,707.0,13739800
2007-11-01,702.79,713.72,701.78,703.21,13041300
2007-11-02,710.51,713.58,697.34,711.25,11671300
2007-11-05,706.99,730.23,706.07,725.65,17749600
2007-11-06,737.56,741.79,725.0,741.79,16855700
2007-11-07,741.13,747.24,723.14,732.9399,16530400
2007-11-08,734.6,734.89,677.18,693.84,32991300
2007-11-09,675.78,681.88,661.21,663.97,22753400
2007-11-12,657.74,669.93,626.21,632.07,20434100
2007-11-13,645.48,660.92,632.07,660.55,16873900
2007-11-14,673.28,675.49,636.27,641.68,16173200
2007-11-15,638.57,647.5,624.0,629.65,13921400
2007-11-16,633.94,635.49,616.02,633.63,18067500
2007-11-19,629.59,636.77,618.5,625.85,11043700
2007-11-20,636.48,659.1,632.87,648.54,19661500
2007-11-21,643.77,669.97,642.0801,660.52,14012900
2007-11-23,670.0,678.28,668.11,676.7,5471900
2007-11-26,680.2,693.4,665.0,666.0,13566600
2007-11-27,674.8,676.43,650.26,673.57,17791100
2007-11-28,682.11,694.3,672.14,692.26,15817100
2007-11-29,690.75,702.79,687.77,697.0,12403500
2007-11-30,711.0,711.06,682.11,693.0,15775200
2007-12-03,691.01,695.0,681.14,681.53,8641500
2007-12-04,678.31,692.0,677.1201,684.16,8455100
2007-12-05,692.73,698.93,687.5,698.51,8410700
2007-12-06,697.8,716.56,697.01,715.26,9808100
2007-12-07,714.99,718.0,710.5,714.87,7696400
2007-12-10,715.99,724.8,714.0,718.42,7704600
2007-12-11,719.94,720.99,698.78,699.204,12265900
2007-12-12,714.0,714.32,688.5,699.35,12305800
2007-12-13,696.31,697.62,681.21,694.05,10071500
2007-12-14,687.51,699.7,687.26,689.96,7339600
2007-12-17,688.0,695.42,663.67,669.23,10961000
2007-12-18,674.16,676.71,652.5,673.35,14319000
2007-12-19,674.21,679.5,669.0,677.37,8833300
2007-12-20,685.83,691.0,680.61,689.69,8835500
2007-12-21,697.88,699.26,693.24,696.69,10753200
2007-12-24,694.99,700.73,693.06,700.73,3253500
2007-12-26,698.99,713.22,698.21,710.84,5054900
2007-12-27,707.07,716.0,700.7383,700.74,5879100
2007-12-28,704.93,707.95,696.54,702.53,5120200
2007-12-31,698.57,702.49,690.58,691.48,4747600
2008-01-02,692.87,697.37,677.7301,685.19,8605100
2008-01-03,685.26,686.85,676.52,685.33,6498400
2008-01-04,679.69,680.96,655.0,657.0,10708800
2008-01-07,653.94,662.28,637.35,649.25,12793900
2008-01-08,653.0,659.96,631.0,631.6799,10667500
2008-01-09,630.04,653.34,622.51,653.2,13465900
2008-01-10,645.01,657.2,640.11,646.73,12655700
2008-01-11,642.7,649.47,630.11,638.25,9944000
2008-01-14,651.14,657.4,645.25,653.82,8886100
2008-01-15,645.9,649.05,635.38,637.65,11125200
2008-01-16,628.97,639.99,601.93,615.95,21098800
2008-01-17,620.76,625.74,598.01,600.79,16417100
2008-01-18,608.36,609.99,598.45,600.25,17062100
2008-01-22,562.03,597.5,561.2,584.35,18983900
2008-01-23,560.71,568.0,519.0,548.6201,33897400
2008-01-24,558.8,579.69,554.14,574.49,18782900
2008-01-25,591.81,595.0,566.18,566.4,13918000
2008-01-28,570.97,572.239,548.6,555.98,11621700
2008-01-29,560.47,561.33,540.67,550.52,12553400
2008-01-30,549.19,560.43,543.51,548.27,15863300
2008-01-31,539.01,573.0,534.2901,564.3,29712800
2008-02-01,528.67,536.67,510.0,515.9,35165700
2008-02-04,509.07,512.78,492.55,495.43,26287800
2008-02-05,489.43,509.0,488.52,506.7995,22384100
2008-02-06,511.14,511.17,497.93,501.71,15257500
2008-02-07,496.86,514.19,494.76,504.95,15841900
2008-02-08,509.41,517.73,508.7,516.69,13644100
2008-02-11,520.52,523.71,513.4,521.16,11640300
2008-02-12,523.39,530.6,513.03,518.09,13311200
2008-02-13,522.5,534.99,518.69,534.62,13236100
2008-02-14,538.35,541.04,531.0,532.25,12940400
2008-02-15,528.31,532.66,524.33,529.64,10469700
2008-02-19,534.94,535.06,506.5,508.95,12688000
2008-02-20,503.51,511.01,498.82,509.0,13311000
2008-02-21,512.85,513.21,499.5,502.86,11344200
2008-02-22,502.06,509.0,497.5501,507.8,11020700
2008-02-25,505.95,506.5,485.74,486.44,16728800
2008-02-26,461.2,466.47,446.85,464.19,46528000
2008-02-27,460.13,475.49,459.64,472.86,20223500
2008-02-28,470.5,479.09,467.36,475.39,13160600
2008-02-29,476.5,479.74,464.65,471.18,18831900
2008-03-03,471.51,472.72,450.11,457.02,15093800
2008-03-04,450.95,453.36,435.78,444.6,27216100
2008-03-05,445.25,454.17,444.0,447.6999,14858300
2008-03-06,447.69,453.3,431.18,432.7,14925200
2008-03-07,428.88,440.0,426.24,433.35,16127400
2008-03-10,428.83,431.0,413.04,413.62,15959200
2008-03-11,425.26,440.15,424.65,439.8399,17636100
2008-03-12,440.01,447.88,438.07,440.18,13290400
2008-03-13,432.67,446.98,428.78,443.01,15437700
2008-03-14,442.98,449.34,430.62,437.92,13135600
2008-03-17,427.99,433.71,412.11,419.87,15760600
2008-03-18,428.98,440.84,425.5301,439.16,14459900
2008-03-19,441.11,447.5,431.67,432.0,12345600
2008-03-20,427.32,435.7,417.5,433.55,19806900
2008-03-24,438.43,465.78,437.72,460.56,13513400
2008-03-25,457.46,457.47,446.0,450.78,11651500
2008-03-26,452.59,462.87,449.29,458.19,10440900
2008-03-27,446.0,448.61,440.49,444.08,11652700
2008-03-28,447.46,453.569,434.31,438.08,8743600
2008-03-31,435.64,442.69,432.01,440.47,8883900
2008-04-01,447.74,466.5,446.87,465.71,12174000
2008-04-02,469.9,475.74,460.39,465.7,11986000
2008-04-03,461.73,463.29,448.13,455.12,13543200
2008-04-04,457.01,477.83,456.2,471.09,11782600
2008-04-07,477.03,485.44,473.53,476.82,11875100
2008-04-08,473.04,474.14,462.01,467.81,9084900
2008-04-09,469.13,472.0,457.54,464.19,12084100
2008-04-10,464.96,473.86400000000003,461.85,469.08,10134600
2008-04-11,464.07,467.26,455.01,457.45,8331000
2008-04-14,457.16,457.45,450.15,451.66,7677500
2008-04-15,451.66,459.72,443.72,446.84,9146000
2008-04-16,444.3,458.28,441.0,455.03,15246100
2008-04-17,455.64,459.37,446.52,449.54,26679200
2008-04-18,535.0,547.7,524.77,539.41,36434700
2008-04-21,539.0,542.59,530.29,537.79,14864500
2008-04-22,537.8,560.8299,537.56,555.0,15861100
2008-04-23,558.0,559.31,540.95,546.49,9833100
2008-04-24,551.29,554.49,540.02,543.04,8261900
2008-04-25,548.7,553.0,542.73,544.06,8320400
2008-04-28,544.0,556.81,539.0,552.12,8009100
2008-04-29,550.22,563.4,550.01,558.47,8683300
2008-04-30,562.27,584.86,558.47,574.29,15790100
2008-05-01,578.31,594.93,576.972,593.08,13192300
2008-05-02,598.84,602.45,579.3,581.29,13983600
2008-05-05,599.0,599.0,587.13,594.9,12549400
2008-05-06,591.0,592.0,583.0,586.36,9249300
2008-05-07,590.7,599.49,576.43,579.0,13212700
2008-05-08,586.2,589.3,578.91,583.01,10235500
2008-05-09,579.5,585.0,571.3,573.2,8960800
2008-05-12,574.75,586.75,568.91,584.94,9718000
2008-05-13,587.0,587.95,578.55,583.0,10316600
2008-05-14,586.5,591.19,575.25,576.3,8742800
2008-05-15,579.0,582.95,575.61,581.0,8676700
2008-05-16,581.43,584.68,578.32,580.0701,8539600
2008-05-19,578.55,588.88,573.52,577.52,11197700
2008-05-20,574.63,582.48,572.91,578.6,6620500
2008-05-21,577.79,581.41,547.89,549.99,12923200
2008-05-22,551.67,554.21,540.25,549.46,10142400
2008-05-23,546.91,553.0,537.81,544.62,8854100
2008-05-27,544.26,562.6,543.85,560.9,7723200
2008-05-28,567.96,571.49,561.1,568.24,8092600
2008-05-29,574.79,585.88,573.2,583.0,9680300
2008-05-30,583.47,589.92,581.3,585.8,6443900
2008-06-02,582.5,583.89,571.2701,575.0,7341000
2008-06-03,577.945,580.4999,560.61,567.3,8601900
2008-06-04,565.33,578.0,564.55,572.22,6719600
2008-06-05,576.21,588.04,576.21,586.3,7825500
2008-06-06,579.89,580.72,567.0,567.0,9459500
2008-06-09,568.06,570.0,545.4,557.87,10566000
2008-06-10,549.3,558.82,546.78,554.17,7307400
2008-06-11,556.0,557.34,544.46,545.2,7618100
2008-06-12,548.01,558.0,546.88,552.95,10972200
2008-06-13,561.95,575.7,561.336,571.51,12356400
2008-06-16,566.5,579.1,566.5,572.81,7078500
2008-06-17,576.02,578.07,568.38,569.46,6918800
2008-06-18,564.96,568.99,559.16,562.38,6755600
2008-06-19,554.87,563.78,550.81,560.2,11354800
2008-06-20,547.84,556.98,544.51,546.43,11954200
2008-06-23,545.36,553.15,542.02,545.21,7264500
2008-06-24,544.86,551.19,535.1,542.3,9335800
2008-06-25,544.0,557.7999,543.67,551.0,8236100
2008-06-26,544.59,544.93,528.26,528.82,11307600
2008-06-27,527.41,530.0,515.09,528.07,10884100
2008-06-30,532.25,538.0,523.06,526.42,7523000
2008-07-01,520.0,536.72,517.0,534.73,9909800
2008-07-02,535.77,540.38,526.06,527.04,8437500
2008-07-03,531.0,539.23,527.5,537.0,4796100
2008-07-07,542.33,549.0,535.6,543.91,8501800
2008-07-08,545.34,555.19,540.0,554.53,9854900
2008-07-09,550.76,555.68,540.73,541.55,8299600
2008-07-10,545.0,549.5,530.721,540.57,8654700
2008-07-11,536.5,539.5,519.43,533.8,9952800
2008-07-14,536.5,540.0641,515.45,521.62,8840700
2008-07-15,516.28,527.5,501.1,516.09,12129800
2008-07-16,514.04,536.5,510.6,535.6,9474900
2008-07-17,535.35,537.05,524.5,533.44,17557200
2008-07-18,498.84,498.98,478.19,481.32,22562200
2008-07-21,480.44,484.09,465.7,468.8,11791100
2008-07-22,467.0,480.25,465.6005,477.11,9373600
2008-07-23,482.0,497.23,478.1,489.22,9778400
2008-07-24,496.84,496.87,475.62,475.62,7074700
2008-07-25,486.96,493.13199999999995,481.5,491.98,6360600
2008-07-28,492.09,492.09,475.13,477.12,6313600
2008-07-29,479.3,487.26,478.0,483.11,5599900
2008-07-30,485.5,486.02,472.81,482.7,6974400
2008-07-31,475.96,480.89,471.44,473.75,5724400
2008-08-01,472.06,473.22,462.5,467.86,6009700
2008-08-04,468.8,473.01,461.9,463.0,4969000
2008-08-05,467.89,480.08,466.33,479.85,7161800
2008-08-06,478.37,489.77,472.51,486.34,6744800
2008-08-07,482.0,484.0,476.41,479.12,5542000
2008-08-08,480.15,495.75,475.69,495.01,7471100
2008-08-11,492.47,508.88,491.78,500.84,8470100
2008-08-12,502.0,506.13,498.0,502.61,5505800
2008-08-13,501.6,503.54,493.88,500.03,7243700
2008-08-14,497.7,507.61,496.29,505.49,5831300
2008-08-15,506.99,510.66,505.5,510.15,7084300
2008-08-18,509.84,510.0,495.5101,498.3,6661100
2008-08-19,490.43,498.28,486.63,490.5,6086900
2008-08-20,494.72,496.69,482.5701,485.0,7956200
2008-08-21,482.92,489.8999,479.27,486.53,7021100
2008-08-22,491.5,494.876,489.48,490.59,4589800
2008-08-25,486.11,497.0,481.5,483.01,4024500
2008-08-26,483.46,483.46,470.59,474.16,6609700
2008-08-27,473.73,474.83,464.84,468.58,8765400
2008-08-28,472.49,476.45,470.33,473.78,6053300
2008-08-29,469.75,471.01,462.33,463.29,7688700
2008-09-02,476.77,482.18,461.42,465.25,12210700
2008-09-03,468.195,474.2899,459.58,464.41,8620500
2008-09-04,460.0,463.24,449.4,450.26,9687300
2008-09-05,445.49,452.45599999999996,440.08,444.25,9059500
2008-09-08,452.02,452.94,417.5501,419.95,18017700
2008-09-09,423.17,432.38,415.0,418.66,14444700
2008-09-10,424.47,424.48,409.68,414.16,12441100
2008-09-11,408.35,435.09,406.38,433.75,12929800
2008-09-12,430.21,441.99,429.0,437.66,12043900
2008-09-15,424.0,441.97,423.71,433.86,13121600
2008-09-16,425.96,449.28,425.49,442.93,13967400
2008-09-17,438.48,439.14,413.44,414.49,18235500
2008-09-18,422.64,439.18,410.5,439.08,17161600
2008-09-19,461.0,462.07,443.28,449.15,19991900
2008-09-22,454.13,454.13,429.0,430.14,8805700
