region,total_population,percent_white,percent_black,percent_asian,percent_hispanic,per_capita_income,median_rent,median_age
2282.0,607.0,35.0,6.0,1.0,2.0,34317.0,640.0,41.0
2290.0,5656.0,22.0,0.0,1.0,1.0,19729.0,404.0,35.3
4001.0,71978.0,20.0,0.0,0.0,6.0,12709.0,330.0,32.7
4003.0,131038.0,58.0,4.0,2.0,33.0,23608.0,618.0,39.8
4005.0,134795.0,55.0,1.0,1.0,14.0,23382.0,868.0,31.0
4007.0,53335.0,65.0,1.0,0.0,18.0,20792.0,603.0,47.9
4009.0,37168.0,52.0,2.0,1.0,31.0,17168.0,519.0,31.9
4011.0,8679.0,48.0,1.0,0.0,47.0,20516.0,236.0,33.6
4012.0,20408.0,62.0,1.0,1.0,24.0,22200.0,405.0,53.8
4013.0,3889161.0,58.0,5.0,3.0,30.0,27256.0,793.0,35.0
4015.0,201680.0,79.0,1.0,1.0,15.0,20833.0,628.0,48.0
4017.0,107326.0,43.0,0.0,0.0,11.0,16626.0,500.0,35.2
4019.0,986891.0,55.0,3.0,3.0,35.0,25269.0,675.0,37.8
4021.0,379128.0,58.0,5.0,2.0,29.0,20910.0,755.0,36.1
4023.0,47122.0,16.0,0.0,1.0,83.0,17664.0,509.0,35.7
4025.0,211968.0,82.0,1.0,1.0,14.0,25186.0,701.0,50.1
4027.0,199026.0,35.0,2.0,1.0,60.0,18840.0,680.0,33.4
5001.0,18957.0,71.0,25.0,1.0,3.0,23045.0,392.0,41.1
5003.0,21645.0,68.0,25.0,0.0,5.0,19761.0,355.0,39.7
5005.0,41281.0,96.0,0.0,1.0,2.0,21334.0,465.0,50.9
5007.0,227439.0,76.0,1.0,3.0,16.0,26715.0,596.0,34.7
5009.0,37099.0,95.0,0.0,0.0,2.0,22160.0,427.0,41.5
5011.0,11418.0,58.0,28.0,0.0,14.0,19386.0,372.0,40.2
5013.0,5319.0,73.0,25.0,0.0,1.0,17763.0,340.0,42.7
5015.0,27531.0,83.0,0.0,1.0,14.0,20637.0,438.0,44.2
5017.0,11621.0,40.0,54.0,0.0,5.0,16538.0,306.0,42.4
5019.0,22912.0,70.0,24.0,1.0,4.0,17960.0,414.0,33.5
5021.0,15790.0,96.0,0.0,0.0,2.0,18509.0,291.0,42.9
5023.0,25856.0,95.0,1.0,0.0,2.0,23044.0,463.0,46.4
5025.0,8648.0,85.0,13.0,0.0,1.0,20622.0,365.0,40.3
5027.0,24512.0,59.0,37.0,1.0,2.0,19439.0,339.0,36.1
5029.0,21235.0,82.0,12.0,0.0,4.0,20040.0,413.0,40.6
5031.0,98398.0,79.0,14.0,1.0,5.0,23138.0,512.0,33.1
5033.0,61796.0,86.0,1.0,2.0,6.0,19477.0,424.0,38.3
5035.0,50447.0,45.0,50.0,1.0,2.0,19665.0,483.0,34.4
5037.0,17760.0,74.0,22.0,1.0,2.0,18701.0,414.0,39.4
5039.0,8045.0,54.0,41.0,2.0,2.0,16838.0,288.0,43.0
5041.0,12774.0,47.0,48.0,0.0,4.0,19822.0,316.0,39.3
5043.0,18686.0,67.0,28.0,1.0,3.0,17057.0,392.0,37.4
5045.0,115928.0,82.0,11.0,1.0,4.0,24401.0,548.0,31.4
5047.0,18063.0,93.0,1.0,0.0,2.0,19135.0,418.0,40.9
5049.0,12266.0,96.0,0.0,1.0,1.0,19326.0,317.0,47.3
5051.0,96547.0,84.0,8.0,1.0,5.0,23170.0,521.0,44.2
5053.0,17922.0,94.0,2.0,0.0,2.0,23239.0,508.0,39.6
5055.0,42580.0,95.0,1.0,0.0,2.0,19652.0,448.0,37.6
5057.0,22509.0,56.0,30.0,0.0,12.0,17376.0,381.0,38.8
5059.0,33182.0,84.0,11.0,0.0,3.0,19286.0,429.0,40.1
5061.0,13748.0,67.0,21.0,0.0,10.0,18707.0,363.0,36.9
5063.0,36786.0,89.0,3.0,0.0,6.0,20289.0,414.0,38.3
5065.0,13560.0,95.0,1.0,0.0,2.0,18040.0,339.0,47.5
5067.0,17809.0,78.0,16.0,0.0,3.0,15609.0,330.0,41.2
5069.0,75782.0,41.0,55.0,1.0,2.0,19353.0,442.0,37.5
5071.0,25655.0,83.0,2.0,1.0,13.0,19366.0,440.0,38.6
5073.0,7501.0,60.0,37.0,0.0,2.0,17212.0,277.0,43.7
5075.0,17227.0,96.0,1.0,0.0,1.0,15971.0,338.0,40.6
5077.0,10267.0,41.0,56.0,0.0,2.0,12529.0,309.0,39.8
5079.0,14148.0,65.0,29.0,0.0,3.0,15023.0,360.0,36.9
5081.0,12992.0,74.0,20.0,0.0,3.0,19880.0,303.0,41.3
5083.0,22221.0,92.0,2.0,2.0,2.0,19046.0,338.0,41.9
5085.0,69266.0,88.0,6.0,1.0,4.0,23218.0,517.0,35.4
5087.0,15671.0,92.0,0.0,1.0,5.0,18754.0,388.0,40.7
5089.0,16605.0,95.0,0.0,0.0,2.0,18188.0,375.0,50.8
5091.0,43515.0,70.0,24.0,1.0,3.0,20636.0,511.0,37.4
5093.0,45912.0,60.0,34.0,0.0,4.0,18905.0,376.0,35.0
5095.0,8002.0,56.0,41.0,0.0,2.0,16939.0,271.0,43.8
5097.0,9387.0,93.0,1.0,0.0,4.0,19021.0,344.0,46.9
5099.0,8948.0,65.0,31.0,1.0,3.0,18695.0,342.0,41.3
5101.0,8211.0,95.0,0.0,0.0,0.0,17884.0,244.0,46.5
5103.0,25651.0,56.0,40.0,0.0,2.0,18975.0,326.0,42.6
5105.0,10381.0,93.0,3.0,0.0,3.0,22047.0,383.0,42.4
5107.0,21253.0,35.0,62.0,0.0,1.0,16830.0,343.0,37.4
5109.0,11250.0,88.0,3.0,0.0,7.0,18377.0,320.0,40.7
5111.0,24403.0,89.0,8.0,0.0,2.0,16919.0,313.0,39.8
5113.0,20540.0,89.0,0.0,0.0,6.0,19116.0,362.0,43.4
5115.0,62248.0,86.0,3.0,1.0,7.0,19918.0,459.0,35.3
5117.0,8573.0,85.0,13.0,0.0,1.0,18137.0,306.0,45.0
5119.0,386106.0,55.0,35.0,2.0,6.0,27414.0,592.0,36.0
5121.0,17896.0,96.0,0.0,0.0,2.0,18871.0,312.0,41.7
5123.0,27914.0,42.0,52.0,0.0,4.0,15511.0,390.0,37.0
5125.0,109844.0,88.0,5.0,1.0,4.0,25962.0,595.0,38.8
5127.0,11111.0,85.0,0.0,3.0,7.0,18934.0,314.0,41.3
5129.0,8101.0,95.0,0.0,1.0,1.0,16731.0,285.0,46.6
5131.0,126536.0,72.0,6.0,4.0,13.0,23222.0,477.0,36.9
5133.0,17137.0,60.0,4.0,0.0,31.0,16021.0,342.0,34.1
5135.0,17203.0,95.0,0.0,1.0,2.0,16714.0,399.0,46.6
5137.0,12517.0,96.0,0.0,1.0,1.0,17403.0,297.0,46.9
5139.0,41307.0,62.0,33.0,1.0,4.0,20718.0,376.0,39.9
5141.0,17147.0,94.0,1.0,0.0,3.0,18782.0,345.0,46.7
5143.0,207911.0,73.0,3.0,2.0,16.0,23264.0,550.0,31.2
5145.0,77767.0,89.0,4.0,0.0,4.0,21793.0,456.0,36.4
5147.0,7180.0,69.0,28.0,0.0,1.0,19087.0,263.0,43.6
5149.0,22014.0,76.0,2.0,1.0,19.0,16992.0,377.0,39.6
6001.0,1535248.0,34.0,12.0,27.0,23.0,35763.0,1200.0,36.8
6003.0,1165.0,71.0,1.0,1.0,7.0,25527.0,850.0,44.3
6005.0,37422.0,80.0,2.0,1.0,13.0,27347.0,874.0,49.1
6007.0,220542.0,75.0,1.0,4.0,15.0,23787.0,787.0,37.0
6009.0,45147.0,83.0,1.0,1.0,11.0,29329.0,868.0,50.0
6011.0,21366.0,39.0,1.0,1.0,56.0,21579.0,733.0,33.9
6013.0,1065794.0,47.0,9.0,15.0,25.0,38219.0,1250.0,38.6
6015.0,28357.0,64.0,3.0,3.0,18.0,19072.0,720.0,39.1
6017.0,180982.0,80.0,1.0,4.0,12.0,34884.0,947.0,44.1
6019.0,939605.0,32.0,5.0,9.0,51.0,20208.0,748.0,30.9
6021.0,28054.0,55.0,1.0,3.0,38.0,22148.0,604.0,37.2
6023.0,134613.0,77.0,1.0,2.0,10.0,23540.0,780.0,37.5
6025.0,175201.0,13.0,3.0,1.0,81.0,16763.0,611.0,31.8
6027.0,18482.0,65.0,1.0,1.0,20.0,27441.0,682.0,45.7
6029.0,848204.0,38.0,5.0,4.0,50.0,20295.0,738.0,30.8
6031.0,151806.0,35.0,6.0,3.0,52.0,18429.0,723.0,31.1
6033.0,64260.0,73.0,2.0,1.0,18.0,21537.0,729.0,45.1
6035.0,34018.0,66.0,8.0,1.0,18.0,19931.0,663.0,37.3
6037.0,9893481.0,28.0,8.0,14.0,48.0,27749.0,1110.0,35.1
6039.0,151435.0,37.0,3.0,2.0,54.0,17847.0,800.0,33.2
6041.0,254643.0,73.0,3.0,6.0,16.0,56791.0,1520.0,44.8
6043.0,18061.0,83.0,1.0,1.0,10.0,26988.0,679.0,50.1
6045.0,87497.0,68.0,1.0,2.0,23.0,23306.0,824.0,41.8
6047.0,258707.0,31.0,3.0,8.0,56.0,18177.0,725.0,30.0
6049.0,9468.0,78.0,1.0,0.0,14.0,21200.0,472.0,46.9
6051.0,14217.0,68.0,0.0,1.0,27.0,28046.0,1012.0,37.2
6053.0,420569.0,32.0,3.0,6.0,56.0,24775.0,1118.0,33.0
6055.0,137837.0,56.0,2.0,7.0,33.0,34795.0,1232.0,39.8
6057.0,98509.0,86.0,0.0,1.0,9.0,32346.0,1044.0,48.5
6059.0,3051771.0,43.0,2.0,18.0,34.0,34057.0,1413.0,36.4
6061.0,355924.0,75.0,1.0,6.0,13.0,34886.0,1102.0,40.4
6063.0,19586.0,85.0,1.0,1.0,8.0,29806.0,638.0,49.9
6065.0,2228528.0,39.0,6.0,6.0,46.0,23591.0,1015.0,33.9
6067.0,1435207.0,48.0,10.0,14.0,22.0,26739.0,899.0,35.1
6069.0,56115.0,37.0,1.0,2.0,57.0,25914.0,1101.0,34.5
6071.0,2056915.0,32.0,8.0,6.0,50.0,21332.0,965.0,31.9
6073.0,3138265.0,48.0,5.0,11.0,32.0,30668.0,1219.0,34.8
6075.0,817501.0,42.0,6.0,33.0,15.0,48486.0,1428.0,38.5
6077.0,693177.0,35.0,7.0,14.0,39.0,22589.0,872.0,32.9
6079.0,272094.0,71.0,2.0,3.0,21.0,29954.0,1104.0,39.5
6081.0,729543.0,42.0,3.0,25.0,25.0,45732.0,1509.0,39.3
6083.0,427288.0,47.0,2.0,5.0,43.0,30352.0,1242.0,33.5
6085.0,1812208.0,35.0,2.0,32.0,27.0,41513.0,1473.0,36.4
6087.0,264808.0,59.0,1.0,4.0,32.0,32295.0,1282.0,36.9
6089.0,177966.0,82.0,1.0,2.0,9.0,23670.0,743.0,42.1
6091.0,3127.0,87.0,1.0,0.0,9.0,24996.0,685.0,51.3
6093.0,44503.0,79.0,1.0,1.0,11.0,22293.0,642.0,47.1
6095.0,417258.0,40.0,14.0,14.0,24.0,28929.0,1141.0,37.1
6097.0,487469.0,66.0,1.0,4.0,25.0,32835.0,1161.0,40.2
6099.0,518321.0,46.0,3.0,5.0,42.0,21663.0,825.0,33.0
6101.0,94787.0,50.0,2.0,14.0,29.0,23602.0,752.0,34.8
6103.0,63241.0,71.0,1.0,1.0,22.0,20439.0,674.0,39.9
6105.0,13638.0,83.0,1.0,1.0,7.0,22905.0,640.0,49.8
6107.0,446644.0,32.0,1.0,3.0,61.0,17894.0,678.0,29.9
6109.0,54728.0,81.0,2.0,1.0,11.0,25943.0,762.0,48.0
6111.0,829017.0,48.0,2.0,7.0,41.0,32930.0,1381.0,36.6
6113.0,202288.0,49.0,2.0,13.0,31.0,27730.0,991.0,30.7
6115.0,72574.0,58.0,3.0,7.0,26.0,19244.0,729.0,31.9
8001.0,452030.0,53.0,3.0,4.0,38.0,24195.0,837.0,32.6
8003.0,15933.0,49.0,1.0,1.0,46.0,19487.0,496.0,31.3
8005.0,585333.0,63.0,10.0,5.0,18.0,32595.0,858.0,35.9
8007.0,12109.0,78.0,0.0,0.0,18.0,29793.0,744.0,47.8
8009.0,3761.0,87.0,0.0,0.0,9.0,22318.0,305.0,47.8
8011.0,6141.0,54.0,11.0,1.0,31.0,15081.0,442.0,40.4
8013.0,301072.0,79.0,1.0,4.0,13.0,38011.0,998.0,35.7
8014.0,57171.0,79.0,1.0,6.0,12.0,37442.0,1046.0,35.9
8015.0,18063.0,86.0,2.0,0.0,10.0,27182.0,691.0,47.8
8017.0,2189.0,85.0,0.0,1.0,14.0,23647.0,373.0,38.6
8019.0,9048.0,92.0,0.0,1.0,5.0,41716.0,700.0,46.8
8021.0,8256.0,43.0,0.0,0.0,55.0,17316.0,391.0,38.2
8023.0,3552.0,31.0,0.0,1.0,65.0,20742.0,378.0,49.5
8025.0,5629.0,59.0,7.0,1.0,29.0,17187.0,396.0,38.9
8027.0,4245.0,94.0,1.0,0.0,4.0,25761.0,533.0,54.6
8029.0,30659.0,83.0,1.0,1.0,14.0,24771.0,614.0,46.7
8031.0,619297.0,53.0,10.0,3.0,31.0,33251.0,796.0,33.8
8033.0,1709.0,92.0,0.0,0.0,5.0,22880.0,541.0,48.2
8035.0,293014.0,85.0,1.0,4.0,8.0,43634.0,1154.0,36.9
8037.0,52151.0,67.0,0.0,1.0,30.0,39497.0,1085.0,34.7
8039.0,23295.0,90.0,0.0,1.0,6.0,36077.0,948.0,43.8
8041.0,634423.0,72.0,6.0,3.0,15.0,28867.0,782.0,33.8
8043.0,46850.0,76.0,6.0,1.0,13.0,18954.0,601.0,43.4
8045.0,56687.0,69.0,0.0,1.0,28.0,26603.0,992.0,35.1
8047.0,5477.0,89.0,0.0,0.0,7.0,38022.0,902.0,44.8
8049.0,14535.0,89.0,1.0,1.0,8.0,31684.0,799.0,41.5
8051.0,15421.0,88.0,0.0,1.0,9.0,27654.0,725.0,34.1
8053.0,809.0,96.0,0.0,0.0,3.0,36365.0,520.0,56.5
8055.0,6625.0,58.0,1.0,1.0,35.0,24058.0,514.0,52.6
8057.0,1371.0,87.0,0.0,0.0,12.0,25936.0,557.0,46.7
8059.0,540669.0,80.0,1.0,2.0,15.0,36087.0,870.0,40.4
8061.0,1423.0,94.0,0.0,1.0,5.0,22482.0,368.0,40.9
8063.0,8189.0,77.0,3.0,0.0,19.0,21850.0,440.0,38.8
8065.0,7332.0,62.0,1.0,1.0,34.0,25029.0,749.0,34.9
8067.0,52039.0,80.0,0.0,1.0,12.0,30151.0,870.0,38.3
8069.0,305798.0,84.0,1.0,2.0,11.0,30740.0,872.0,35.5
8071.0,15136.0,54.0,1.0,1.0,42.0,22180.0,507.0,44.4
8073.0,5442.0,74.0,10.0,0.0,13.0,19703.0,505.0,39.3
8075.0,22607.0,81.0,1.0,1.0,16.0,22581.0,478.0,37.2
8077.0,147432.0,83.0,1.0,1.0,13.0,26700.0,714.0,38.2
8079.0,761.0,95.0,1.0,0.0,3.0,42255.0,655.0,60.8
8081.0,13447.0,82.0,0.0,1.0,14.0,24577.0,622.0,36.3
8083.0,25512.0,75.0,0.0,0.0,12.0,23548.0,553.0,42.9
8085.0,41020.0,77.0,0.0,0.0,20.0,22897.0,678.0,42.8
8087.0,28308.0,61.0,3.0,0.0,34.0,20680.0,536.0,36.0
8089.0,18817.0,56.0,1.0,0.0,41.0,19078.0,412.0,40.5
8091.0,4475.0,95.0,0.0,1.0,3.0,33015.0,929.0,52.5
8093.0,16131.0,91.0,0.0,1.0,5.0,31504.0,967.0,47.5
8095.0,4383.0,73.0,0.0,0.0,25.0,20720.0,425.0,40.4
8097.0,17173.0,87.0,0.0,2.0,9.0,51814.0,1240.0,43.3
8099.0,12473.0,62.0,0.0,0.0,36.0,18941.0,394.0,37.1
8101.0,160048.0,54.0,2.0,1.0,42.0,21940.0,587.0,38.9
8103.0,6770.0,85.0,0.0,0.0,11.0,27586.0,644.0,38.0
8105.0,11913.0,54.0,1.0,0.0,43.0,20557.0,468.0,41.4
8107.0,23409.0,91.0,0.0,1.0,7.0,34873.0,1067.0,39.7
8109.0,6200.0,56.0,0.0,1.0,40.0,20726.0,434.0,44.6
8111.0,659.0,76.0,0.0,1.0,19.0,24711.0,725.0,43.2
8113.0,7496.0,88.0,0.0,1.0,9.0,40827.0,1054.0,38.9
8115.0,2376.0,80.0,0.0,1.0,15.0,21536.0,361.0,47.2
8117.0,28091.0,82.0,1.0,1.0,14.0,34025.0,1065.0,36.0
8119.0,23276.0,90.0,1.0,1.0,6.0,31075.0,685.0,48.0
8121.0,4796.0,89.0,1.0,0.0,9.0,24977.0,376.0,44.2
8123.0,258780.0,67.0,1.0,1.0,28.0,25468.0,703.0,33.5
8125.0,10093.0,78.0,0.0,0.0,21.0,22498.0,440.0,35.8
9001.0,926233.0,66.0,10.0,5.0,17.0,48721.0,1103.0,39.7
9003.0,895827.0,65.0,12.0,4.0,16.0,34698.0,824.0,40.0
9005.0,188629.0,91.0,1.0,2.0,5.0,37667.0,762.0,44.9
9007.0,165690.0,86.0,4.0,3.0,5.0,39992.0,875.0,43.4
9009.0,862611.0,67.0,12.0,4.0,16.0,32523.0,875.0,39.4
9011.0,274090.0,78.0,5.0,4.0,9.0,33782.0,865.0,40.5
9013.0,152366.0,87.0,3.0,4.0,5.0,34392.0,878.0,38.0
9015.0,118115.0,85.0,2.0,1.0,10.0,27893.0,707.0,39.7
10001.0,165030.0,65.0,23.0,2.0,6.0,24851.0,752.0,36.7
10003.0,542784.0,61.0,23.0,5.0,9.0,32406.0,862.0,37.2
10005.0,200632.0,75.0,12.0,1.0,9.0,26908.0,709.0,45.9
11001.0,619371.0,35.0,49.0,3.0,10.0,45290.0,1154.0,33.8
12001.0,249848.0,63.0,20.0,5.0,9.0,24857.0,723.0,30.3
12003.0,27069.0,82.0,14.0,1.0,2.0,19852.0,563.0,36.2
12005.0,170704.0,79.0,10.0,2.0,5.0,24498.0,748.0,39.7
12007.0,27981.0,74.0,20.0,1.0,4.0,17749.0,482.0,39.9
12009.0,545667.0,77.0,10.0,2.0,8.0,27009.0,756.0,45.9
12011.0,1784889.0,42.0,26.0,3.0,26.0,28205.0,1029.0,39.8
12013.0,14700.0,78.0,14.0,0.0,5.0,14675.0,365.0,40.1
12015.0,161276.0,85.0,5.0,1.0,6.0,26286.0,743.0,56.7
12017.0,140214.0,89.0,3.0,2.0,5.0,23148.0,629.0,54.6
12019.0,192665.0,76.0,10.0,3.0,8.0,26577.0,834.0,38.7
12021.0,328209.0,65.0,6.0,1.0,26.0,36439.0,881.0,47.6
12023.0,67568.0,74.0,17.0,1.0,5.0,19306.0,588.0,39.9
12027.0,34651.0,56.0,13.0,1.0,30.0,15088.0,533.0,38.6
12029.0,16234.0,86.0,8.0,1.0,2.0,16851.0,428.0,45.6
12031.0,872598.0,56.0,29.0,4.0,8.0,26143.0,762.0,35.8
12033.0,300795.0,66.0,22.0,3.0,5.0,23441.0,686.0,37.4
12035.0,97301.0,76.0,11.0,2.0,9.0,24497.0,868.0,48.2
12037.0,11554.0,79.0,15.0,1.0,5.0,19843.0,491.0,42.7
12039.0,46860.0,33.0,55.0,0.0,10.0,17615.0,468.0,39.4
12041.0,16917.0,88.0,6.0,0.0,5.0,20180.0,544.0,40.6
12043.0,13080.0,61.0,12.0,1.0,21.0,16011.0,586.0,43.8
12045.0,15793.0,74.0,18.0,1.0,4.0,18546.0,576.0,44.2
12047.0,14655.0,55.0,35.0,0.0,9.0,16295.0,345.0,40.0
12049.0,27336.0,48.0,7.0,1.0,43.0,15366.0,519.0,33.7
12051.0,38346.0,35.0,12.0,1.0,49.0,16133.0,579.0,33.0
12053.0,173119.0,82.0,5.0,1.0,11.0,21411.0,727.0,48.0
12055.0,98275.0,70.0,9.0,1.0,18.0,20072.0,572.0,51.8
12057.0,1257913.0,53.0,16.0,3.0,25.0,27149.0,812.0,36.3
12059.0,19864.0,88.0,5.0,1.0,3.0,16845.0,419.0,42.3
12061.0,139356.0,77.0,9.0,1.0,11.0,30532.0,720.0,49.6
12063.0,49326.0,66.0,26.0,1.0,4.0,17525.0,422.0,40.6
12065.0,14469.0,57.0,36.0,0.0,4.0,21184.0,480.0,44.2
12067.0,8745.0,73.0,15.0,0.0,12.0,18660.0,388.0,35.3
12069.0,300926.0,73.0,9.0,2.0,13.0,24183.0,765.0,46.0
12071.0,633968.0,70.0,8.0,1.0,19.0,27348.0,780.0,46.0
